model,site,layer,rank,eigenvalue,fraction_total_energy,cumulative_fraction_total_energy,relative_ritz_residual
qwen3_8b,down,2,63,0.013007936620366764,0.001629515406537403,0.3179756514531818,0.233218867430943
qwen3_8b,down,2,64,0.012814297127076213,0.001605258020693671,0.31958090947387546,0.2153701207370977
qwen3_8b,down,2,65,0.012735652103127406,0.001595406090913245,0.32117631556478865,0.2127554695330143
qwen3_8b,down,2,66,0.012608230098538847,0.0015794438268225792,0.3227557593916112,0.20543824676919875
qwen3_8b,down,2,67,0.012550539299737422,0.0015722168508458373,0.32432797624245707,0.23926584237305096
qwen3_8b,down,2,68,0.012366236627612963,0.00154912909661873,0.3258771053390758,0.2445480466765911
qwen3_8b,down,2,69,0.012096468051362783,0.001515334955085856,0.3273924402941617,0.24055507114841795
qwen3_8b,down,2,70,0.011797177764048464,0.0014778426034209432,0.32887028289758263,0.24035111273136425
qwen3_8b,down,2,71,0.01176770217658405,0.0014741501712319054,0.3303444330688145,0.2375177775901319
qwen3_8b,down,2,72,0.01153782379272929,0.001445353108403759,0.33178978617721827,0.273783730207798
qwen3_8b,down,2,73,0.011197176775983341,0.0014026799636784523,0.3331924661408967,0.2235922348842108
qwen3_8b,down,2,74,0.01108883853659901,0.0013891083392658999,0.3345815744801627,0.24702935058090147
qwen3_8b,down,2,75,0.010908230440588074,0.001366483407765664,0.3359480578879283,0.25844779092462855
qwen3_8b,down,2,76,0.010758501034453277,0.0013477266763001728,0.33729578456422854,0.2808488929076299
qwen3_8b,down,2,77,0.010678988367308339,0.0013377660561104425,0.33863355062033895,0.24781339397786456
qwen3_8b,down,2,78,0.010601365877066135,0.0013280422200067652,0.3399615928403457,0.26070686436560314
qwen3_8b,down,2,79,0.010446972231147059,0.0013087011952125098,0.3412702940355582,0.2504277913418265
