model,source_row,seed,chunk,fp64_mean_of_token_losses,frozen_fp32_chunk_nll,difference,interpretation
llama32_3b,Q2_pq,0,34,2.1613682118487145,2.1613681316375732,8.021114128453632e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,35,1.4793697307573808,1.4793696403503418,9.04070389662337e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,36,1.4487030604041569,1.4487030506134033,9.790753541238928e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,37,1.499950587529028,1.499950647354126,-5.982509798663216e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,38,1.477657618313207,1.4776575565338135,6.177939360085816e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,39,1.6843313218105465,1.6843312978744507,2.393609577211464e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,40,2.283565022345529,2.283565044403076,-2.2057547344189743e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,41,2.6946688718123912,2.694669008255005,-1.3644261365186594e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,42,2.702410457125563,2.7024104595184326,-2.392869458134328e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,43,2.3184158272637045,2.318415641784668,1.854790365740655e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,44,2.308939720681858,2.3089396953582764,2.5323581454017585e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,45,2.286023081263706,2.2860231399536133,-5.868990715640621e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,46,2.375617237748275,2.375617265701294,-2.795301901059588e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,47,2.1683137272912325,2.16831374168396,-1.4392727454293208e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,48,2.0398274022996508,2.039827346801758,5.5497892947897753e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,49,2.0370997236275685,2.037099838256836,-1.1462926741145907e-07,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,50,1.7624652067120008,1.7624651193618774,8.735012335669978e-08,reduction-order diagnostic; frozen scalar replay is separately bit-identical
llama32_3b,Q2_pq,0,51,1.8471345867538989,1.8471345901489258,-3.3950269262561505e-09,reduction-order diagnostic; frozen scalar replay is separately bit-identical
