model,model_id,site,method,seed,sequence,nll,tokens_scored,weight_fold_max_relative_error
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,39,0.7896637320518494,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,40,1.49384343624115,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,41,2.1786139011383057,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,42,2.2193405628204346,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,43,0.6450856328010559,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,44,0.7673398852348328,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,45,1.8875144720077515,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,46,2.0383152961730957,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,47,1.864993691444397,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,48,1.5125033855438232,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,49,1.7310539484024048,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,50,1.2226725816726685,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,51,1.3883153200149536,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,52,1.2928811311721802,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,53,1.4124354124069214,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,54,1.1369959115982056,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,55,1.188598394393921,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,56,1.1741470098495483,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,57,1.5055562257766724,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,58,1.2446070909500122,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,59,1.8129935264587402,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,60,1.9773794412612915,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,61,2.033576250076294,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,62,0.7011229991912842,2047,0.004401605110615492
llama31_70b,unsloth/Meta-Llama-3.1-70B,both,nar_kmax,20260902,63,0.8749872446060181,2047,0.004401605110615492
