model,rotation,layer,group,module,columns,rows,hessian_sequences,dead_columns,damp,groupsize,blocksize,act_order,hessian_diag_max_over_median,hessian_diag_mean_over_median,damp_over_median_diag,null_slot_diag_share,null_slot_baseline,rows_clipped,mean_shrink,clipped_row_null_slot_mass_share,unclipped_row_null_slot_mass_share
qwen3_8b_base,hadamard,12,0,self_attn.q_proj,4096,4096,128,0,40.95995330810547,-1,128,True,3.7733420446615935,1.11634340865119,0.011163434086511902,0.00794739197510812,0.0078125,4096,0.6661840677261353,0.007821816019713879,nan
qwen3_8b_base,hadamard,12,1,self_attn.o_proj,4096,4096,128,0,0.8658364415168762,-1,128,True,15.248125671380635,1.9637350635112238,0.01963735063511224,0.008411420204857089,0.0078125,4096,0.6611108779907227,0.007754302117973566,nan
qwen3_8b_base,hadamard,12,2,mlp.up_proj,4096,12288,128,0,40.9599609375,-1,128,True,3.767791237990532,1.1324325594022242,0.01132432559402224,0.007834753509808163,0.0078125,12288,0.6660213470458984,0.007813956588506699,nan
qwen3_8b_base,hadamard,12,2,mlp.gate_proj,4096,12288,128,0,40.9599609375,-1,128,True,3.767791237990532,1.1324325594022242,0.01132432559402224,0.007834753509808163,0.0078125,12288,0.6664966344833374,0.007798708975315094,nan
qwen3_8b_base,hadamard,12,3,mlp.down_proj,12288,4096,128,0,0.5738415122032166,-1,128,True,1.5058944472582723,1.0099510590884164,0.010099510590884165,0.007880643936657659,0.0078125,4096,0.6234424114227295,0.007830710150301456,nan
qwen3_8b_base,hadamard,13,0,self_attn.k_proj,4096,1024,128,0,40.9599609375,-1,128,True,3.942850251733693,1.142428422370575,0.01142428422370575,0.007716874500810624,0.0078125,1024,0.6681641340255737,0.007838886231184006,nan
qwen3_8b_base,hadamard,13,0,self_attn.v_proj,4096,1024,128,0,40.9599609375,-1,128,True,3.942850251733693,1.142428422370575,0.01142428422370575,0.007716874500810624,0.0078125,1024,0.6635839939117432,0.007819287478923798,nan
qwen3_8b_base,hadamard,13,0,self_attn.q_proj,4096,4096,128,0,40.9599609375,-1,128,True,3.942850251733693,1.142428422370575,0.01142428422370575,0.007716874500810624,0.0078125,4096,0.6655664443969727,0.007837105542421341,nan
qwen3_8b_base,hadamard,13,1,self_attn.o_proj,4096,4096,128,0,0.6852689981460571,-1,128,True,10.169133393251766,2.133396339528494,0.02133396339528494,0.009024812361326157,0.0078125,4096,0.6658154129981995,0.007723329123109579,nan
qwen3_8b_base,hadamard,13,2,mlp.up_proj,4096,12288,128,0,40.959964752197266,-1,128,True,4.06423349069082,1.1380042749432056,0.011380042749432056,0.007672867612869393,0.0078125,12288,0.6663435697555542,0.007808218710124493,nan
qwen3_8b_base,hadamard,13,2,mlp.gate_proj,4096,12288,128,0,40.959964752197266,-1,128,True,4.06423349069082,1.1380042749432056,0.011380042749432056,0.007672867612869393,0.0078125,12288,0.6658586263656616,0.007748167961835861,nan
qwen3_8b_base,hadamard,13,3,mlp.down_proj,12288,4096,128,0,0.5970163941383362,-1,128,True,1.508375896690532,1.00812396919721,0.010081239691972098,0.007850261883169106,0.0078125,4096,0.6218798160552979,0.007821310311555862,nan
qwen3_8b_base,hadamard,14,0,self_attn.k_proj,4096,1024,128,0,40.959964752197266,-1,128,True,3.9858997108418963,1.1428182867808085,0.011428182867808086,0.0077650355682095,0.0078125,1024,0.6702539324760437,0.0077293748036026955,nan
qwen3_8b_base,hadamard,14,0,self_attn.v_proj,4096,1024,128,0,40.959964752197266,-1,128,True,3.9858997108418963,1.1428182867808085,0.011428182867808086,0.0077650355682095,0.0078125,1024,0.6671874523162842,0.007734207436442375,nan
qwen3_8b_base,hadamard,14,0,self_attn.q_proj,4096,4096,128,0,40.959964752197266,-1,128,True,3.9858997108418963,1.1428182867808085,0.011428182867808086,0.0077650355682095,0.0078125,4096,0.6678906679153442,0.007817504927515984,nan
qwen3_8b_base,hadamard,14,1,self_attn.o_proj,4096,4096,128,0,1.3012332916259766,-1,128,True,11.150889178150058,2.1924504891630328,0.021924504891630326,0.007407641250131043,0.0078125,4096,0.6596386432647705,0.007798479869961739,nan
qwen3_8b_base,hadamard,14,2,mlp.up_proj,4096,12288,128,0,40.959964752197266,-1,128,True,4.122075659778648,1.14618362068194,0.0114618362068194,0.007750825904998938,0.0078125,12288,0.6662874221801758,0.007812310941517353,nan
qwen3_8b_base,hadamard,14,2,mlp.gate_proj,4096,12288,128,0,40.959964752197266,-1,128,True,4.122075659778648,1.14618362068194,0.0114618362068194,0.007750825904998938,0.0078125,12288,0.6663386821746826,0.007788324262946844,nan
qwen3_8b_base,hadamard,14,3,mlp.down_proj,12288,4096,128,0,0.5742597579956055,-1,128,True,1.4306083738621649,1.0075263256419855,0.010075263256419855,0.007899015655415757,0.0078125,4096,0.6227978467941284,0.007806788198649883,nan
qwen3_8b_base,hadamard,15,0,self_attn.k_proj,4096,1024,128,0,40.959964752197266,-1,128,True,4.084290624795647,1.1476007314130867,0.011476007314130867,0.007702572179496915,0.0078125,1024,0.6633789539337158,0.00781368650496006,nan
qwen3_8b_base,hadamard,15,0,self_attn.v_proj,4096,1024,128,0,40.959964752197266,-1,128,True,4.084290624795647,1.1476007314130867,0.011476007314130867,0.007702572179496915,0.0078125,1024,0.6662500500679016,0.007772333454340696,nan
qwen3_8b_base,hadamard,15,0,self_attn.q_proj,4096,4096,128,0,40.959964752197266,-1,128,True,4.084290624795647,1.1476007314130867,0.011476007314130867,0.007702572179496915,0.0078125,4096,0.666638195514679,0.007756019942462444,nan
qwen3_8b_base,hadamard,15,1,self_attn.o_proj,4096,4096,128,0,1.3250994682312012,-1,128,True,19.28469049040088,2.494541897326672,0.024945418973266718,0.008132673910938198,0.0078125,4096,0.6599511504173279,0.0076612988486886024,nan
qwen3_8b_base,hadamard,15,2,mlp.up_proj,4096,12288,128,0,40.95996856689453,-1,128,True,4.110450458649989,1.1481016040859522,0.011481016040859523,0.0076225230860889025,0.0078125,12288,0.6664136052131653,0.007798817008733749,nan
qwen3_8b_base,hadamard,15,2,mlp.gate_proj,4096,12288,128,0,40.95996856689453,-1,128,True,4.110450458649989,1.1481016040859522,0.011481016040859523,0.0076225230860889025,0.0078125,12288,0.6667651534080505,0.007795262616127729,nan
