panel,method,line_index,line_mean,line_max,tokens
a,raw,408,0.0560234859585762,0.9609375,512
a,raw,409,0.1154824048280716,1.2421875,512
a,raw,410,1.0123389959335327,4.1875,512
a,raw,411,0.09591136872768402,0.8203125,512
a,raw,412,1.0671758651733398,3.40625,512
a,raw,413,0.07815636694431305,0.90625,512
a,raw,414,0.09938351809978485,0.90234375,512
a,raw,415,0.1790788769721985,1.328125,512
a,raw,416,0.09585271030664444,1.0078125,512
a,raw,417,0.07563871145248413,0.7578125,512
a,raw,418,0.08953078091144562,0.431640625,512
a,raw,419,0.059842512011528015,0.5,512
a,raw,420,0.3477223813533783,0.79296875,512
a,raw,421,0.20587694644927979,1.703125,512
a,raw,422,0.06255093961954117,0.8046875,512
a,raw,423,0.07835252583026886,0.515625,512
a,raw,424,0.04197432100772858,0.62890625,512
a,raw,425,0.09316248446702957,1.25,512
a,raw,426,0.3157762587070465,0.875,512
a,raw,427,0.26075154542922974,1.4375,512
a,raw,428,0.19484584033489227,1.984375,512
a,raw,429,0.054442599415779114,0.369140625,512
a,raw,430,0.22889423370361328,1.1328125,512
a,raw,431,0.03883067145943642,0.4296875,512
a,raw,432,0.06776078790426254,1.9765625,512
a,raw,433,0.24249398708343506,6.65625,512
a,raw,434,0.07122793048620224,0.69140625,512
a,raw,435,0.13514472544193268,1.2734375,512
a,raw,436,0.056920185685157776,0.6484375,512
a,raw,437,0.05597265064716339,0.58984375,512
a,raw,438,0.09021561592817307,0.275390625,512
a,raw,439,0.06779824197292328,0.78125,512
a,raw,440,0.07136498391628265,0.60546875,512
a,raw,441,0.08243054896593094,1.78125,512
a,raw,442,0.05595899373292923,1.6953125,512
a,raw,443,0.03400300815701485,0.78515625,512
a,raw,444,0.06670112907886505,0.76953125,512
a,raw,445,0.4023219347000122,0.890625,512
a,raw,446,0.07095840573310852,1.4921875,512
a,raw,447,0.08191070705652237,0.66015625,512
a,raw,448,0.07789203524589539,0.6328125,512
a,raw,449,0.2735222578048706,1.0546875,512
a,raw,450,0.051017940044403076,0.83203125,512
a,raw,451,0.3359767198562622,0.9609375,512
a,raw,452,0.3014638423919678,1.4296875,512
a,raw,453,0.048789046704769135,0.498046875,512
a,raw,454,0.06791087239980698,1.3359375,512
a,raw,455,0.05063236504793167,1.3125,512
a,raw,456,0.07767601311206818,1.6015625,512
