model,row,site,layer,group,m,slots,effective_bits,rows_used,mean_group_range,hadamard_reference_range,range_ratio_vs_hadamard,measured_range_reduction,absorbed_energy_fraction,sqrt_one_minus_f,predicted_range_reduction
llama31_8b,hadamard_g64_m1,down,12,64,1,0,4.5,4096,0.19933654367923737,0.19933654367923737,1.0,0.0,0.0044396622106432915,0.9977776995851113,0.0022223004148886893
llama31_8b,hadamard_g128_m1,down,12,128,1,0,4.25,4096,0.22068049013614655,0.22068049013614655,1.0,0.0,0.002097995253279805,0.9989504515974355,0.0010495484025645485
llama31_8b,hadamard_g256_m1,down,12,256,1,0,4.125,4096,0.24034477770328522,0.24034477770328522,1.0,0.0,0.0009986527729779482,0.9995005488878043,0.0004994511121957368
llama31_8b,hadamard_g256_m2,down,12,256,2,0,4.1875,4096,0.23989209532737732,0.24034477770328522,0.9981165291784839,0.0018834708215160454,0.002097995253279805,0.9989504515974355,0.0010495484025645485
llama31_8b,hadamard_g256_m3,down,12,256,3,0,4.25,4096,0.2393418550491333,0.24034477770328522,0.9958271502142224,0.004172849785777592,0.0032708048820495605,0.9983632580969466,0.001636741903053407
llama31_8b,nar_g64_m1,down,12,64,1,224,4.5,4096,0.15852223336696625,0.19933654367923737,0.7952492324841977,0.2047507675158024,0.2948523163795471,0.8397307208983442,0.16026927910165578
llama31_8b,nar_g128_m1,down,12,128,1,112,4.25,4096,0.18255479633808136,0.22068049013614655,0.8272357752398324,0.17276422476016767,0.2413538545370102,0.8710029537624943,0.12899704623750574
llama31_8b,nar_g256_m1,down,12,256,1,56,4.125,4096,0.20613618195056915,0.24034477770328522,0.8576686538413251,0.14233134615867493,0.19144076108932495,0.8991992209241927,0.10080077907580731
llama31_8b,nar_g256_m2,down,12,256,2,112,4.1875,4096,0.20074433088302612,0.24034477770328522,0.8352348355613228,0.16476516443867714,0.2413538694381714,0.8710029452084698,0.12899705479153023
llama31_8b,nar_g256_m3,down,12,256,3,168,4.25,4096,0.19720616936683655,0.24034477770328522,0.8205136439881172,0.17948635601188276,0.2728407084941864,0.8527363552152644,0.14726364478473564
llama31_8b,nar_g128_m2,down,12,128,2,224,4.375,4096,0.17705155909061432,0.22068049013614655,0.8022981958277516,0.19770180417224834,0.2948523163795471,0.8397307208983442,0.16026927910165578
llama31_8b,nar_g128_m2_c32,down,12,128,2,224,4.375,4096,0.17705155909061432,0.22068049013614655,0.8022981958277516,0.19770180417224834,0.2948523163795471,0.8397307208983442,0.16026927910165578
llama31_8b,nar_g256_m3_c32,down,12,256,3,168,4.25,4096,0.19720616936683655,0.24034477770328522,0.8205136439881172,0.17948635601188276,0.2728407084941864,0.8527363552152644,0.14726364478473564
llama31_8b,hadamard_g64_m1,down,16,64,1,0,4.5,4096,0.2796534597873688,0.2796534597873688,1.0,0.0,0.00430199084803462,0.9978466861958131,0.0021533138041869293
llama31_8b,hadamard_g128_m1,down,16,128,1,0,4.25,4096,0.30898427963256836,0.30898427963256836,1.0,0.0,0.0024211774580180645,0.9987886776200369,0.0012113223799631312
llama31_8b,hadamard_g256_m1,down,16,256,1,0,4.125,4096,0.3360666334629059,0.3360666334629059,1.0,0.0,0.0009775299113243818,0.9995111155403303,0.0004888844596696584
llama31_8b,hadamard_g256_m2,down,16,256,2,0,4.1875,4096,0.3355312645435333,0.3360666334629059,0.9984069560436394,0.0015930439563606696,0.0024211774580180645,0.9987886776200369,0.0012113223799631312
llama31_8b,hadamard_g256_m3,down,16,256,3,0,4.25,4096,0.3349911570549011,0.3360666334629059,0.9967998119988205,0.003200188001179441,0.0033186450600624084,0.9983392985052415,0.0016607014947584986
llama31_8b,nar_g64_m1,down,16,64,1,224,4.5,4096,0.21048274636268616,0.2796534597873688,0.7526556135680361,0.24734438643196388,0.3006565272808075,0.8362675844005868,0.1637324155994132
llama31_8b,nar_g128_m1,down,16,128,1,112,4.25,4096,0.24332702159881592,0.30898427963256836,0.787506153672836,0.21249384632716398,0.24504391849040985,0.8688820872302467,0.13111791276975326
llama31_8b,nar_g256_m1,down,16,256,1,56,4.125,4096,0.27962788939476013,0.3360666334629059,0.8320608520798739,0.1679391479201261,0.19256727397441864,0.8985726047602283,0.10142739523977173
llama31_8b,nar_g256_m2,down,16,256,2,112,4.1875,4096,0.26911407709121704,0.3360666334629059,0.8007759482642037,0.19922405173579627,0.24504391849040985,0.8688820872302467,0.13111791276975326
llama31_8b,nar_g256_m3,down,16,256,3,168,4.25,4096,0.26427432894706726,0.3360666334629059,0.7863747918795906,0.21362520812040944,0.27780261635780334,0.849821971734196,0.15017802826580395
llama31_8b,nar_g128_m2,down,16,128,2,224,4.375,4096,0.23620136082172394,0.30898427963256836,0.7644445895519509,0.23555541044804912,0.3006565272808075,0.8362675844005868,0.1637324155994132
llama31_8b,nar_g128_m2_c32,down,16,128,2,224,4.375,4096,0.23620136082172394,0.30898427963256836,0.7644445895519509,0.23555541044804912,0.3006565272808075,0.8362675844005868,0.1637324155994132
llama31_8b,nar_g256_m3_c32,down,16,256,3,168,4.25,4096,0.26427432894706726,0.3360666334629059,0.7863747918795906,0.21362520812040944,0.27780261635780334,0.849821971734196,0.15017802826580395
llama31_8b,hadamard_g64_m1,down,20,64,1,0,4.5,4096,0.3141210675239563,0.3141210675239563,1.0,0.0,0.006507028825581074,0.9967411756190365,0.0032588243809634765
llama31_8b,hadamard_g128_m1,down,20,128,1,0,4.25,4096,0.3470727801322937,0.3470727801322937,1.0,0.0,0.004801211878657341,0.9975965056681697,0.0024034943318302915
llama31_8b,hadamard_g256_m1,down,20,256,1,0,4.125,4096,0.3786693513393402,0.3786693513393402,1.0,0.0,0.0024347035214304924,0.9987819063632308,0.0012180936367691686
llama31_8b,hadamard_g256_m2,down,20,256,2,0,4.1875,4096,0.37690794467926025,0.3786693513393402,0.9953484308834345,0.004651569116565475,0.004801211878657341,0.9975965056681697,0.0024034943318302915
llama31_8b,hadamard_g256_m3,down,20,256,3,0,4.25,4096,0.37625429034233093,0.3786693513393402,0.9936222432883272,0.006377756711672839,0.005798876751214266,0.9970963460211785,0.00290365397882153
llama31_8b,nar_g64_m1,down,20,64,1,224,4.5,4096,0.23762084543704987,0.3141210675239563,0.7564626190471221,0.2435373809528779,0.296723872423172,0.838615601796692,0.16138439820330797
llama31_8b,nar_g128_m1,down,20,128,1,112,4.25,4096,0.27453917264938354,0.3470727801322937,0.7910132639751739,0.20898673602482606,0.24368923902511597,0.8696612909488867,0.13033870905111333
llama31_8b,nar_g256_m1,down,20,256,1,56,4.125,4096,0.3131920099258423,0.3786693513393402,0.827085711632307,0.172914288367693,0.19483883678913116,0.8973077304976642,0.10269226950233579
llama31_8b,nar_g256_m2,down,20,256,2,112,4.1875,4096,0.30388957262039185,0.3786693513393402,0.8025195901002948,0.19748040989970514,0.24368923902511597,0.8696612909488867,0.13033870905111333
llama31_8b,nar_g256_m3,down,20,256,3,168,4.25,4096,0.29856911301612854,0.3786693513393402,0.7884691801966546,0.21153081980334543,0.2748822867870331,0.8515384390695272,0.1484615609304728
llama31_8b,nar_g128_m2,down,20,128,2,224,4.375,4096,0.26688629388809204,0.3470727801322937,0.768963483066471,0.231036516933529,0.296723872423172,0.838615601796692,0.16138439820330797
llama31_8b,nar_g128_m2_c32,down,20,128,2,224,4.375,4096,0.26688629388809204,0.3470727801322937,0.768963483066471,0.231036516933529,0.296723872423172,0.838615601796692,0.16138439820330797
llama31_8b,nar_g256_m3_c32,down,20,256,3,168,4.25,4096,0.29856911301612854,0.3786693513393402,0.7884691801966546,0.21153081980334543,0.2748822867870331,0.8515384390695272,0.1484615609304728
llama31_8b,hadamard_g64_m1,down,24,64,1,0,4.5,4096,0.3652198612689972,0.3652198612689972,1.0,0.0,0.0029388233087956905,0.9985295071710221,0.0014704928289779318
llama31_8b,hadamard_g128_m1,down,24,128,1,0,4.25,4096,0.40351998805999756,0.40351998805999756,1.0,0.0,0.0016641693655401468,0.9991675688464172,0.00083243115358278
llama31_8b,hadamard_g256_m1,down,24,256,1,0,4.125,4096,0.4388440251350403,0.4388440251350403,1.0,0.0,0.000822494039312005,0.9995886683834946,0.00041133161650541705
llama31_8b,hadamard_g256_m2,down,24,256,2,0,4.1875,4096,0.43807512521743774,0.4388440251350403,0.9982478970350207,0.0017521029649792646,0.0016641693655401468,0.9991675688464172,0.00083243115358278
llama31_8b,hadamard_g256_m3,down,24,256,3,0,4.25,4096,0.437224805355072,0.4388440251350403,0.996310261306463,0.003689738693536954,0.002310565672814846,0.9988440490522958,0.001155950947704154
llama31_8b,nar_g64_m1,down,24,64,1,224,4.5,4096,0.2715223729610443,0.3652198612689972,0.7434490884959255,0.25655091150407455,0.3026779294013977,0.835058124083948,0.16494187591605203
llama31_8b,nar_g128_m1,down,24,128,1,112,4.25,4096,0.31235986948013306,0.40351998805999756,0.7740877248283663,0.22591227517163368,0.2481698989868164,0.8670813693150047,0.13291863068499532
llama31_8b,nar_g256_m1,down,24,256,1,56,4.125,4096,0.3585661053657532,0.4388440251350403,0.8170695847013432,0.1829304152986568,0.19707061350345612,0.8960632714806158,0.10393672851938418
llama31_8b,nar_g256_m2,down,24,256,2,112,4.1875,4096,0.3457762598991394,0.4388440251350403,0.7879251854750392,0.21207481452496074,0.2481698989868164,0.8670813693150047,0.13291863068499532
llama31_8b,nar_g256_m3,down,24,256,3,168,4.25,4096,0.34073224663734436,0.4388440251350403,0.7764313221138076,0.22356867788619236,0.2801879942417145,0.848417353522596,0.15158264647740405
llama31_8b,nar_g128_m2,down,24,128,2,224,4.375,4096,0.3049084544181824,0.40351998805999756,0.7556216877485804,0.2443783122514196,0.3026779294013977,0.835058124083948,0.16494187591605203
llama31_8b,nar_g128_m2_c32,down,24,128,2,224,4.375,4096,0.3049084544181824,0.40351998805999756,0.7556216877485804,0.2443783122514196,0.3026779294013977,0.835058124083948,0.16494187591605203
llama31_8b,nar_g256_m3_c32,down,24,256,3,168,4.25,4096,0.34073224663734436,0.4388440251350403,0.7764313221138076,0.22356867788619236,0.2801879942417145,0.848417353522596,0.15158264647740405
llama31_8b,hadamard_g64_m1,down,28,64,1,0,4.5,4096,0.5318809151649475,0.5318809151649475,1.0,0.0,0.006626979447901249,0.9966810024035266,0.003318997596473361
llama31_8b,hadamard_g128_m1,down,28,128,1,0,4.25,4096,0.5881321430206299,0.5881321430206299,1.0,0.0,0.0031979642808437347,0.9983997374394468,0.001600262560553234
llama31_8b,hadamard_g256_m1,down,28,256,1,0,4.125,4096,0.6402872800827026,0.6402872800827026,1.0,0.0,0.0007479397463612258,0.9996259601739237,0.00037403982607631114
llama31_8b,hadamard_g256_m2,down,28,256,2,0,4.1875,4096,0.6387704014778137,0.6402872800827026,0.9976309405917091,0.0023690594082908982,0.0031979645136743784,0.9983997373228448,0.0016002626771551842
llama31_8b,hadamard_g256_m3,down,28,256,3,0,4.25,4096,0.6374741792678833,0.6402872800827026,0.9956065021087784,0.00439349789122155,0.005290269386023283,0.9973513576538494,0.002648642346150587
llama31_8b,nar_g64_m1,down,28,64,1,224,4.5,4096,0.35369256138801575,0.5318809151649475,0.6649844942797547,0.3350155057202453,0.40994298458099365,0.768151687766815,0.23184831223318503
llama31_8b,nar_g128_m1,down,28,128,1,112,4.25,4096,0.4090690314769745,0.5881321430206299,0.6955393211056407,0.3044606788943593,0.3601597249507904,0.7999001656764484,0.2000998343235516
llama31_8b,nar_g256_m1,down,28,256,1,56,4.125,4096,0.4637296497821808,0.6402872800827026,0.7242524788596194,0.2757475211403806,0.31402587890625,0.8282355468668017,0.17176445313319832
llama31_8b,nar_g256_m2,down,28,256,2,112,4.1875,4096,0.45268163084983826,0.6402872800827026,0.7069976945213837,0.2930023054786163,0.3601597249507904,0.7999001656764484,0.2000998343235516
llama31_8b,nar_g256_m3,down,28,256,3,168,4.25,4096,0.4443553686141968,0.6402872800827026,0.6939937469268508,0.3060062530731492,0.38949596881866455,0.7813475738628332,0.21865242613716684
llama31_8b,nar_g128_m2,down,28,128,2,224,4.375,4096,0.3971371054649353,0.5881321430206299,0.675251489274588,0.324748510725412,0.40994298458099365,0.768151687766815,0.23184831223318503
llama31_8b,nar_g128_m2_c32,down,28,128,2,224,4.375,4096,0.3971371054649353,0.5881321430206299,0.675251489274588,0.324748510725412,0.40994298458099365,0.768151687766815,0.23184831223318503
llama31_8b,nar_g256_m3_c32,down,28,256,3,168,4.25,4096,0.4443553686141968,0.6402872800827026,0.6939937469268508,0.3060062530731492,0.38949596881866455,0.7813475738628332,0.21865242613716684
